t v
-3.74585479211 0.0
-3.6422245949 0.0
-3.53859439769 0.0
-3.43496420048 0.0
-3.33133400327 -0.0686105977032
-3.22770380605 0.0741806709779
-3.12407360884 0.0204197980131
-3.02044341163 0.00285494142868
-2.91681321442 0.000331309523036
-2.81318301721 3.51711900522e-05
-2.70955282 3.54306884405e-06
-2.60592262279 3.44795853346e-07
-2.50229242557 3.27413210117e-08
-2.39866222836 3.05268249227e-09
-2.29503203115 2.80611751747e-10
-2.19140183394 2.55043281214e-11
-2.08777163673 2.29671851207e-12
-1.98414143952 2.05240002059e-13
-1.88051124231 1.82219227159e-14
-1.77688104509 1.60883021022e-15
-1.67325084788 1.41362495462e-16
-1.56962065067 1.23688457782e-17
-1.46599045346 1.07823010506e-18
-1.36236025625 9.36830715407e-20
-1.25873005904 8.11576913326e-21
-1.15509986183 7.01206312737e-22
-1.05146966461 6.04393426456e-23
-0.947839467404 5.19812297821e-24
-0.844209270192 4.46178804382e-25
-0.740579072981 3.82277891402e-26
-0.636948875769 3.26979764265e-27
-0.533318678558 2.79248111193e-28
-0.429688481347 2.38142683473e-29
-0.326058284135 0.064694622598
-0.222428086924 -0.0332916805308
-0.118797889712 -0.00820342468318
-0.0151676925009 -0.0760971289159
0.0884625047105 -0.0839601975984
0.192092701922 -0.0150646347379
0.295722899133 0.178795981247
0.399353096345 0.251377444409
0.502983293556 -0.00107641226423
0.606613490767 -0.28913228776
0.710243687979 -0.151594799704
0.81387388519 -0.00425395664061
0.917504082402 0.000722333334195
1.02113427961 0.000147431557317
1.12476447682 1.93518529239e-05
1.22839467404 0.0833362367743
1.33202487125 0.106312221054
1.43565506846 0.303377770302
1.53928526567 0.717612729191
1.64291546288 1.15145736752
1.74654566009 1.50382493284
1.8501758573 1.86855846289
1.95380605452 1.93198899076
2.05743625173 1.65457300171
2.16106644894 0.335178020422
2.26469664615 -0.216569058377
2.36832684336 0.863854783736
2.47195704057 0.840816332052
2.57558723778 0.441713063731
2.679217435 0.158687799915
2.78284763221 -0.167719206547
2.88647782942 -0.485625316123
2.99010802663 -0.233306619304
3.09373822384 -0.454059698095
3.19736842105 -0.432790548398
