Timestamp,A_x,A_y,A_z,B_x,B_y,B_z,Altitude
0.000000,-1.9537,10.0413,0.3639,-2.1452,9.8450,0.3783,660.87
0.069769,-1.8340,10.0652,0.3112,-2.0351,9.9311,0.3448,660.87
0.089774,-1.7478,10.0461,0.3208,-1.9393,10.0461,0.3831,660.87
0.109775,-1.7142,10.1131,0.2969,-1.8435,10.0556,0.4070,660.87
0.129775,-1.7382,10.0844,0.3256,-1.8818,9.9838,0.2825,660.87
0.149775,-1.7286,10.1131,0.2298,-1.8771,10.0940,0.2682,660.87
0.169775,-1.6903,10.0556,0.2634,-1.8196,9.9695,0.3879,660.87
0.189778,-1.6185,10.1562,0.3687,-1.7861,10.1083,0.4741,660.87
0.209782,-1.7238,9.9551,0.4836,-1.9297,9.9264,0.3687,660.87
0.229786,-1.8818,10.0173,0.4693,-2.0111,9.8833,0.4788,660.87
0.249786,-1.8627,9.9599,0.3304,-2.0399,9.8833,0.0192,660.87
0.269790,-1.8818,10.1754,0.2394,-2.1691,9.9120,0.1149,660.87
0.289792,-1.8387,9.9120,0.1867,-2.0830,9.7971,0.1437,660.87
0.309797,-2.0207,9.9599,0.3687,-2.0925,9.8689,0.3017,660.87
0.329797,-1.9058,9.8258,0.2394,-2.1356,9.7731,0.2682,660.87
0.349800,-1.9872,10.0269,0.3256,-2.2122,9.8785,0.2538,660.87
0.369803,-2.1117,9.9407,0.2825,-2.1739,9.6917,0.0239,660.87
0.389808,-1.7765,10.5058,-0.1437,-2.5187,9.0309,1.7382,660.87
0.409813,-2.0207,9.8976,0.0670,-2.2075,9.8306,-0.3496,660.87
0.429817,-1.8435,10.0269,0.1389,-1.9537,9.3470,1.7526,660.87
0.449818,-1.8818,10.1323,0.2203,-1.9058,9.7827,-0.6081,660.87
0.469818,-1.7142,10.0317,0.2203,-1.8723,10.2568,0.4022,660.87
0.489818,-1.7334,10.3190,0.2107,-1.8914,10.1993,0.4310,660.87
0.509819,-1.6951,9.9934,0.4070,-1.8483,10.0221,0.2059,660.87
0.529821,-1.8387,9.8450,0.4501,-2.0111,9.7348,0.5028,660.87
0.549821,-1.7765,10.0461,0.3160,-2.0255,9.8450,0.5890,660.87
0.569824,-1.8866,9.9790,0.2346,-2.0207,9.7875,0.0335,660.87
0.589829,-1.7861,10.1466,0.2442,-1.9585,10.0509,0.2298,660.87
0.609829,-1.7526,10.0461,0.2442,-1.9585,9.9407,0.3065,660.87
0.629834,-1.5562,10.0173,0.4645,-1.7765,10.0221,0.5267,660.87
0.649834,-1.5802,9.9503,0.5315,-1.7957,9.9742,0.6464,660.87
0.669836,-1.6281,10.0987,0.4357,-1.7813,10.0604,0.3735,660.87
0.689836,-1.6807,10.0844,0.3160,-1.8962,10.0940,0.3352,660.87
0.709839,-1.7717,10.1993,0.3400,-1.9585,10.0844,0.3352,660.87
0.729842,-1.7382,10.0221,0.3017,-1.8866,9.9647,0.4262,660.87
0.749843,-1.7430,9.8976,0.5698,-1.8962,9.7827,0.3687,660.87
0.769844,-1.6855,10.0221,0.4645,-1.8531,9.9359,0.7709,660.87
0.789845,-1.7573,9.8497,0.4980,-2.0446,9.8162,0.5028,660.87
0.809846,-1.8723,10.0796,0.3496,-2.0351,9.8593,0.3974,660.87
0.829850,-1.8723,10.0078,0.3831,-2.0399,9.9120,0.3591,660.87
0.849850,-1.7478,9.9120,0.4980,-2.0207,9.8881,0.4070,660.87
0.869854,-1.7573,9.9647,0.5602,-1.8866,9.8833,0.7135,660.87
0.889858,-1.7621,9.9838,0.5698,-2.0016,9.8497,0.4741,660.87
0.909860,-1.8818,9.9551,0.4549,-2.1021,9.8210,0.4884,660.87
0.929860,-2.0399,9.9120,0.4118,-2.1979,9.7348,0.2969,660.87
0.949860,-2.2697,9.8162,0.1676,-2.2697,9.6151,0.1006,660.87
0.969861,-2.1787,9.8593,0.2921,-2.4612,9.5720,0.2873,660.87
0.989861,-2.1883,9.9216,0.2155,-2.2841,9.6869,0.1245,660.87
1.009861,-2.0542,9.9886,0.3256,-2.2314,9.7540,-0.0575,661.05
1.050002,-2.1404,9.9886,0.4645,-2.2170,9.5529,-0.2442,661.05
1.070006,-1.9297,10.0269,0.3735,-2.2362,9.6103,0.5746,661.05
1.090009,-1.8483,10.0030,0.3735,-2.0303,9.9264,0.6991,661.05
1.110010,-1.7621,9.8928,0.6608,-2.0111,10.1083,0.6512,661.05
1.130010,-1.7047,10.0221,0.3974,-1.8818,10.1945,0.6656,661.05
1.150010,-1.7430,10.0365,0.2394,-1.8771,10.1035,0.2825,661.05
1.170010,-1.6664,10.1227,0.4405,-1.7717,10.1610,0.5938,661.05
1.190013,-1.5227,10.0796,0.3831,-1.7238,9.8976,0.4118,661.05
1.210013,-1.6185,10.1323,0.3400,-1.8531,9.8593,0.3352,661.05
1.230015,-1.5371,10.0556,0.2155,-1.8962,9.8114,0.5028,661.05
1.250015,-1.6855,10.0940,0.3639,-1.8244,9.8545,0.5124,661.05
1.270018,-1.7334,10.0987,0.2682,-2.0303,9.9024,0.1820,661.05
1.290020,-1.8387,10.1610,0.3448,-1.8771,9.8833,0.2107,661.05
1.310020,-1.7861,10.1323,0.3496,-1.8962,9.9790,0.1676,661.05
1.330020,-1.6759,10.1466,0.2969,-2.0159,10.0078,0.4884,661.05
1.350021,-1.4413,10.0748,0.3591,-1.7621,9.8928,1.0151,661.05
1.370021,-1.6089,10.0413,0.2346,-1.7190,9.9647,0.5124,661.05
1.390026,-1.4317,10.1227,0.3017,-1.6712,10.1179,0.5938,661.05
1.410028,-1.3264,10.2089,0.1293,-1.5945,10.2280,0.1053,661.05
1.430030,-1.4078,10.2280,0.3400,-1.5562,10.2328,0.4214,661.05
1.450032,-1.6281,10.0892,0.3496,-1.7286,9.9838,0.4549,661.05
1.470037,-1.6664,10.1035,0.4741,-1.8483,9.8976,0.3687,661.05
1.490037,-1.6616,10.0892,0.4453,-1.6855,9.9695,0.5555,661.05
1.510038,-1.5323,10.0844,0.4022,-1.6376,10.0556,0.3543,661.05
1.530043,-1.5467,10.0030,0.4262,-1.7621,10.0173,0.5746,661.05
1.550045,-1.4796,9.9838,0.5076,-1.7095,9.9886,0.4070,661.05
1.570048,-1.4892,9.9982,0.4693,-1.7238,10.0556,0.4357,661.05
1.590049,-1.6472,10.1035,0.0431,-1.7526,10.0556,0.3879,661.05
1.610053,-1.5275,10.1323,0.2586,-1.7430,10.1754,0.2586,661.05
1.630056,-1.2210,9.8737,0.1149,-1.2977,10.2568,0.1772,661.05
1.650058,-1.4078,10.1897,0.2538,-1.6472,10.3813,0.3448,661.05
1.670058,-1.2929,10.1754,0.5076,-1.4030,10.4148,0.4501,661.05
1.690058,-1.1971,10.1706,0.6608,-1.3360,10.4579,0.7230,661.05
1.710058,-1.3982,10.1227,0.5842,-1.1588,10.3860,0.7039,661.05
1.730058,-1.2737,10.2089,0.4166,-1.3695,10.5297,0.4741,661.05
1.750058,-1.1109,10.2999,0.3304,-1.2115,10.8888,0.4310,661.05
1.770058,-1.1013,10.4435,0.2346,-1.1109,10.8697,0.3400,661.05
1.790059,-1.2977,10.2568,0.4597,-1.4126,10.6590,0.5363,661.05
1.810060,-1.1540,10.2807,0.5028,-1.2258,10.7931,0.6847,661.05
1.830064,-1.1971,10.3094,0.4549,-1.3503,10.7643,0.4262,661.05
1.850064,-1.4078,10.2615,0.3496,-1.4365,10.7739,0.6464,661.05
1.870065,-1.6424,10.0221,0.4453,-1.6855,10.3142,0.4310,661.05
