Timestamp,A_x,A_y,A_z,B_x,B_y,B_z,Altitude
0.000000,-3.0502,-9.2464,0.6081,-2.8730,-9.3422,-0.9673,614.64
0.069770,-2.5857,-9.5768,1.1492,-2.3990,-9.8928,1.8579,614.64
0.089771,-2.6528,-9.2177,0.7518,-2.6767,-9.1315,1.0104,614.64
0.109774,-2.5762,-9.6391,0.3639,-2.4086,-9.6822,0.4645,614.64
0.129774,-2.1979,-9.5864,0.3400,-2.1213,-9.8114,0.6033,614.64
0.149776,-2.3655,-9.5912,0.6033,-2.3128,-9.7300,0.7805,614.64
0.169779,-2.5618,-9.3757,0.5602,-2.4421,-9.4332,0.6225,614.64
0.189782,-2.5426,-9.3422,0.6129,-2.5043,-9.3374,0.6847,614.64
0.209782,-2.6336,-9.2751,0.7853,-2.5426,-9.2368,1.0487,614.64
0.229782,-2.7390,-9.4858,-0.2155,-1.8340,-9.3326,0.1197,614.64
0.249787,-2.9880,-9.3757,0.5076,-2.7533,-9.2033,2.1931,614.64
0.269787,-2.4373,-9.0932,0.6560,-2.6001,-9.0692,-0.0383,614.64
0.289790,-2.5379,-9.2608,0.6752,-2.3463,-9.2320,0.3352,614.64
0.309792,-2.8299,-9.3709,0.7470,-2.6576,-9.2033,0.7949,614.64
0.329796,-2.8730,-9.1554,0.8092,-2.8778,-8.8921,0.9720,614.64
0.349798,-3.2034,-9.1650,0.8380,-2.9928,-8.9208,0.2825,614.64
0.369800,-2.9544,-9.3901,0.9337,-2.7533,-9.1315,0.9481,614.64
0.389802,-2.7390,-9.4332,0.8571,-2.6336,-9.3805,0.6895,614.64
0.409803,-1.7526,-9.8258,1.1205,-1.7909,-10.5584,2.0255,614.64
0.429806,-2.9353,-9.5241,0.4501,-2.8730,-9.2608,-0.6321,614.64
0.449806,-2.9066,-9.1554,1.0199,-2.8539,-8.7005,1.6568,614.64
0.469808,-3.3615,-9.0549,0.7374,-3.2801,-8.5042,0.8571,614.64
0.489809,-2.9736,-9.2656,0.6464,-2.8539,-8.9639,0.3496,614.64
0.509810,-2.1931,-9.6055,0.9242,-1.9297,-9.9264,1.3216,614.64
0.529812,-2.1596,-9.6199,0.5555,-2.1021,-9.9407,0.5650,614.64
0.549814,-2.1021,-9.4954,0.6512,-2.0973,-9.7348,1.0582,614.64
0.569814,-2.6432,-9.3996,0.6273,-2.5809,-9.3326,0.6943,614.64
0.589815,-2.9975,-9.0884,0.6129,-2.9401,-8.9256,0.5794,614.64
0.609819,-3.0694,-9.3374,0.8475,-2.9449,-9.0692,0.6369,614.64
0.629823,-2.5714,-9.4332,0.8045,-2.4660,-9.6582,0.8092,614.64
0.649824,-2.2266,-9.6391,0.6704,-1.9968,-9.5433,1.0822,614.64
0.669829,-2.5474,-9.4858,0.4932,-2.3750,-9.4475,0.4022,614.64
0.689829,-2.7438,-9.3853,0.6177,-2.6193,-9.3278,0.7183,614.64
0.709829,-2.7581,-9.3087,0.8859,-2.6528,-9.2464,1.1013,614.64
0.729831,-2.8108,-9.2656,0.9194,-2.7533,-9.1698,1.0582,614.64
0.749832,-2.8874,-9.2799,0.8906,-2.7294,-9.1411,0.8811,614.64
0.769832,-2.7102,-9.4284,0.7087,-2.5905,-9.5768,0.9577,614.64
0.789835,-2.4995,-9.5050,0.6847,-2.3703,-9.5146,1.1827,614.64
0.809835,-2.6576,-9.5864,0.7566,-2.5857,-9.3661,0.5746,614.64
0.829838,-2.8539,-9.4427,0.7661,-2.8060,-9.2081,0.5986,614.64
0.849841,-2.9880,-9.4188,0.6800,-2.8395,-9.1602,1.1109,614.64
0.869844,-3.0119,-9.2656,0.6177,-2.9784,-9.0740,0.5986,614.64
0.889846,-3.0789,-9.1698,0.7709,-3.0071,-9.0357,0.6464,614.64
0.909846,-2.8922,-9.4906,0.2586,-2.8347,-9.4379,0.8332,614.64
0.929846,-2.7102,-9.5193,0.4980,-2.6480,-9.4140,0.5124,614.64
0.949846,-2.7246,-9.2129,0.8428,-2.6624,-9.0740,1.5275,614.64
0.969846,-3.1460,-9.0788,0.6416,-3.0167,-9.0118,1.5275,614.64
0.989846,-3.0406,-9.3757,0.5602,-2.9018,-9.0261,0.5028,614.64
1.009846,-2.4756,-10.0126,1.1253,-2.4565,-10.0413,0.5698,614.38
1.053994,-2.4612,-9.4236,0.4884,-2.2697,-9.7683,1.3168,614.38
1.073995,-2.6001,-9.4715,0.7470,-2.4181,-9.5050,0.8092,614.38
1.093999,-2.6384,-9.3853,0.7949,-2.4660,-9.4140,0.9864,614.38
1.114001,-2.5091,-9.3565,0.9816,-2.3559,-9.3422,1.1444,614.38
1.134006,-2.4995,-9.2751,0.8428,-2.3367,-9.2656,1.0056,614.38
1.154006,-2.5235,-9.2847,0.8236,-2.5187,-9.1985,0.7422,614.38
1.174007,-2.7629,-9.5002,0.8188,-2.6528,-9.1506,0.8332,614.38
1.194008,-3.1125,-9.2703,0.7614,-2.9880,-8.7676,0.8715,614.38
1.214011,-3.2944,-9.1602,0.8236,-3.2561,-8.5186,0.7326,614.38
1.234014,-3.3136,-9.1123,1.0056,-3.1795,-8.6718,1.0439,614.38
1.254016,-2.9401,-9.2847,0.5890,-2.8108,-9.0405,0.7087,614.38
1.274021,-2.8252,-9.2847,0.1820,-2.5187,-9.2703,0.8188,614.38
1.294022,-2.8443,-9.3901,0.4453,-2.7533,-9.2273,0.5171,614.38
1.314022,-2.1117,-9.4044,0.9194,-2.3080,-9.4571,0.6560,614.38
1.334024,-2.1691,-9.2751,0.5507,-2.3990,-9.9311,0.1197,614.38
1.354027,-2.4181,-8.9974,0.2729,-2.5809,-9.0644,0.2634,614.38
1.374027,-2.4708,-9.4954,1.0151,-2.0351,-8.4420,1.1396,614.38
1.394030,-2.3703,-9.5241,0.6991,-2.1213,-9.9695,0.3256,614.38
1.414032,-1.9297,-9.1411,0.6656,-1.7573,-9.2703,0.6177,614.38
1.434036,-2.1117,-9.7109,0.6177,-1.8148,-9.5193,0.7949,614.38
1.454039,-2.0303,-9.6534,0.6752,-1.5371,-9.5289,0.4070,614.38
1.474044,-1.9058,-9.4619,0.8236,-1.7909,-9.1842,1.4126,614.38
1.494049,-1.8723,-9.8689,0.9625,-1.6616,-9.7013,1.0534,614.38
1.514049,-1.6712,-9.7252,0.6177,-1.5945,-9.4810,0.3974,614.38
1.534054,-1.5993,-9.6438,0.6560,-1.2210,-8.9974,0.6369,614.38
1.554054,-1.6328,-9.6007,0.6464,-1.4796,-9.3422,1.2977,614.38
1.574054,-1.2737,-9.1794,0.5842,-1.4222,-9.1937,0.4741,614.38
1.594054,-1.2689,-9.7396,0.7278,-1.0918,-9.2847,0.3496,614.38
1.614054,-0.9433,-9.4715,1.0056,-0.6464,-9.2464,1.3934,614.38
1.634054,-1.3120,-10.2615,1.0582,-0.9864,-9.6295,1.7526,614.38
1.654058,-0.9050,-9.9216,0.7326,-0.7422,-9.8067,-0.2011,614.38
1.674061,-1.0008,-9.6391,0.9098,-0.7949,-9.0501,0.4597,614.38
1.694061,-0.7422,-9.7923,0.9290,-0.5794,-9.7636,0.0144,614.38
1.714063,-0.3974,-9.2895,0.8380,-0.3256,-9.3422,1.5514,614.38
1.734064,-0.5411,-9.7061,0.6895,0.0622,-8.6862,0.3926,614.38
1.754064,-0.1484,-9.3182,0.9433,0.0383,-8.8921,2.0446,614.38
1.774064,0.0431,-9.7683,0.9864,0.6512,-9.5481,0.5842,614.38
1.794069,0.6560,-9.8306,0.7470,0.7614,-9.7683,1.0008,614.38
1.814070,0.7709,-9.9599,0.7853,0.9481,-10.0030,0.9242,614.38
1.834071,0.8428,-9.5193,0.7183,1.0870,-9.0884,0.9864,614.38
1.854075,0.3160,-9.7875,0.5363,0.7901,-9.0788,0.5315,614.38
1.874078,1.0965,-9.7731,0.7805,0.7709,-9.0644,0.7566,614.38
1.894080,1.4078,-8.9974,0.3065,1.9728,-8.5281,0.9481,614.38
1.914081,1.3120,-9.6295,0.6704,1.4509,-9.2943,0.5698,614.38
1.934086,1.5754,-10.0126,0.7230,1.6807,-8.8921,1.3024,614.38
1.954086,1.7717,-9.4523,0.3783,2.3463,-8.5234,0.3496,614.38
1.974086,2.0111,-9.5577,0.7566,2.7916,-8.8202,0.5267,614.38
1.994091,3.1795,-8.9591,0.9768,3.7781,-8.5856,0.8428,614.38
2.014094,3.5338,-9.3661,0.6560,4.6208,-8.4036,0.8236,614.73
2.055005,3.6679,-8.8538,0.5890,4.3527,-8.1307,0.4357,614.73
2.075009,3.7972,-9.0692,0.2442,4.6208,-8.3797,0.0335,614.73
2.095012,4.1994,-8.9447,0.5794,4.8459,-7.9296,0.6656,614.73
2.115013,4.1324,-8.6766,0.3112,5.5067,-6.8139,0.5363,614.73
2.135016,4.3814,-8.6335,0.5411,5.2672,-7.2784,0.1006,614.73
2.155020,4.4532,-7.9918,0.4836,5.6503,-6.5410,0.2682,614.73
2.175022,5.8706,-8.0589,0.8188,7.0677,-7.6710,0.9481,614.73
2.195026,6.0094,-7.6950,0.6847,7.1970,-6.3159,1.3791,614.73
2.215030,5.5067,-7.6184,0.0479,6.9097,-6.8570,-0.6273,614.73
2.235032,6.7181,-7.0773,0.7278,7.9775,-5.9711,1.1013,614.73
2.255032,7.4460,-6.4979,0.9050,8.9639,-5.2433,0.5602,614.73
2.275035,7.2113,-6.4308,0.8428,8.6048,-5.9807,0.9481,614.73
2.295037,7.0773,-6.2106,1.0534,8.9639,-4.9464,1.0104,614.73
2.315037,9.3230,-5.8658,0.7709,11.3198,-5.1906,0.4549,614.73
2.335040,9.5912,-4.1276,0.6560,11.3102,-4.1515,0.3112,614.73
2.355043,10.3813,-3.8164,-0.2346,12.2727,-4.3718,-0.4501,614.73
2.375046,11.1666,-1.9872,-0.0239,12.4546,-2.6480,1.0918,614.73
2.395050,8.8202,-1.5371,0.3926,10.7595,-3.1412,1.7095,614.73
2.415054,8.8490,1.6185,-0.4884,10.2041,-0.2921,-0.1245,614.73
2.435058,10.1035,-0.5124,-0.0575,11.4299,-0.9673,-1.4653,614.73
2.455059,9.8450,0.5890,-0.5028,11.1426,-0.0575,-0.6752,614.73
2.475059,9.9311,-1.5179,0.9194,11.3868,-1.2833,0.0670,614.73
2.495059,9.5529,-0.2777,0.9242,10.9223,0.8667,0.2346,614.73
2.515059,9.7731,-0.1006,0.9146,11.0947,0.0192,0.4214,614.73
2.535059,9.8450,2.2697,0.5076,10.8601,2.1117,-0.2059,614.73
2.555062,9.1171,2.3224,0.2538,10.2472,1.3647,1.4030,614.73
2.575064,8.7053,3.5338,-0.0622,10.0940,2.7246,0.0144,614.73
2.595065,9.7348,4.3096,-0.4214,10.8266,3.2801,0.3448,614.73
2.615070,9.0309,3.7924,-1.1205,9.8593,3.3758,0.5842,614.73
2.635070,9.2703,3.0742,0.0958,10.2759,3.7110,0.5411,614.73
2.655071,8.4994,3.2705,0.4070,9.4858,3.6296,0.1724,614.73
2.675075,9.0932,4.7214,0.7805,9.9838,4.7070,1.5467,614.73
2.695077,8.0828,4.3574,0.3400,9.0932,4.5203,0.4645,614.73
2.715079,8.0302,5.4731,0.5746,9.0884,4.8315,0.5555,614.73
2.735081,7.4699,6.5122,-0.0814,8.3127,5.9855,-0.0766,614.73
2.755084,7.5178,7.6519,0.1963,8.3462,6.5218,0.8140,614.73
2.775086,6.2393,8.4803,0.3974,6.7421,6.7469,0.2682,614.73
2.795090,6.0094,8.3989,0.2442,6.4739,6.7469,0.1484,614.73
2.815096,5.9759,8.1259,0.0527,6.5122,6.7516,0.2251,614.73
2.835099,5.6264,8.1882,-0.0479,5.9616,7.0964,-0.0479,614.73
2.855103,5.5258,8.2456,-0.0239,5.7604,7.2449,-0.0862,614.73
2.875105,5.5593,7.9871,0.0048,5.9376,7.3454,0.3687,614.73
2.895107,5.4731,8.4036,0.2346,5.6503,7.6519,0.3974,614.73
2.915107,4.7884,8.6957,0.0958,4.8698,7.5561,0.0670,614.73
2.935110,4.3335,9.1123,0.1341,4.4532,7.8051,0.1676,614.73
2.955114,4.0989,9.2560,-0.0144,4.1515,7.9200,-0.1963,614.73
2.975116,4.1468,9.1506,-0.0670,4.0893,8.0110,0.0527,614.73
2.995121,4.1324,9.0740,-0.0192,4.1037,8.0780,-0.0239,614.73
3.015121,4.0318,9.1794,0.0814,3.9840,8.3510,0.0910,616.59
3.056002,3.9073,9.1794,0.1963,3.7685,8.2408,0.1389,616.59
3.076006,3.8307,9.3182,0.1724,3.7493,8.3606,0.3735,616.59
3.096010,3.8499,9.2751,0.3352,3.7493,8.4372,0.2777,616.59
3.116011,3.8211,9.2416,0.3639,3.7254,8.4228,0.4597,616.59
3.136011,3.8882,9.1937,0.3304,3.7302,8.4515,0.5267,616.59
3.156012,3.9552,9.0932,0.3208,3.8116,8.4659,0.5219,616.59
3.176016,3.9840,9.0549,0.3448,3.7972,8.3989,0.4788,616.59
3.196021,3.9887,9.0788,0.3256,3.8211,8.4420,0.4980,616.59
3.216023,3.9456,9.1123,0.2586,3.8020,8.5234,0.3017,616.59
3.236027,4.0366,9.0788,0.1389,3.8882,8.4898,0.3352,616.59
3.256027,4.0893,9.0836,0.2011,3.9552,8.5377,0.2682,616.59
3.276031,4.1659,9.1219,0.1676,4.1180,8.1786,1.5227,616.59
3.296031,4.2760,9.1746,0.2682,4.1563,9.0261,0.4166,616.59
3.316032,4.2713,8.8921,0.0958,4.2377,10.2280,1.9058,616.59
3.336032,4.5586,8.8585,0.7374,4.4915,9.3565,-0.9290,616.59
3.356032,4.7501,8.7724,0.3879,4.1851,9.1171,-0.0335,616.59
3.376032,4.7453,9.0692,0.2251,4.7549,8.8155,0.8475,616.59
3.396036,5.0805,8.5808,0.2729,4.9560,8.6766,0.6369,616.59
3.416036,5.2050,8.7197,0.1724,5.1284,8.6814,-0.5315,616.59
3.436039,5.1667,8.7436,-0.1532,5.0470,8.6526,-0.0670,616.59
3.456043,5.3726,8.6095,-0.0287,4.9752,8.8107,-0.0192,616.59
3.476046,5.5402,8.6574,-0.1484,5.3630,8.9352,0.2634,616.59
3.496048,5.6264,8.4132,0.0096,5.4731,8.4467,-0.2586,616.59
3.516049,5.7892,8.1882,0.7183,5.4827,8.5425,0.0527,616.59
3.536054,5.5929,8.3797,0.1437,5.4827,8.4611,0.1867,616.59
3.556054,5.9137,8.2217,0.1197,5.7940,8.5904,0.4693,616.59
3.576055,5.9999,8.0445,0.0814,5.8897,8.5952,0.2203,616.59
3.596059,6.2297,7.7668,0.2203,6.0717,8.4228,0.3591,616.59
3.616060,6.2537,7.9487,0.2777,6.0765,8.5234,0.5028,616.59
3.636065,6.2153,7.9775,0.3639,6.1004,8.4994,0.6273,616.59
3.656070,6.2776,7.9775,0.1101,5.9759,8.4228,-0.2203,616.59
3.676073,5.7509,8.1355,0.3687,5.7748,8.2073,0.0192,616.59
3.696073,5.9424,8.1068,-0.2825,5.8035,8.8202,-0.2059,616.59
3.716073,5.8802,7.8482,0.0718,5.9185,8.9591,0.6895,616.59
3.736075,6.0861,8.2983,0.4022,5.8610,8.4084,-0.6943,616.59
3.756075,6.0430,8.0828,-0.0622,5.8562,7.9535,0.4262,616.59
3.776075,6.0190,8.2456,-0.1532,5.7269,9.0692,0.0814,616.59
3.796076,5.8706,8.1690,0.3448,5.7988,8.7388,-0.8859,616.59
3.816081,5.9137,8.4994,-0.3304,5.8466,8.4324,-0.2107,616.59
3.836081,6.0334,8.3510,0.0527,6.0573,8.7005,0.3974,616.59
3.856086,5.9233,8.3414,0.3687,5.6695,9.1650,-0.1389,616.59
3.876087,5.5258,8.1882,0.0287,5.5833,8.6239,-0.2251,616.59
3.896091,5.8658,8.4132,0.1245,5.5115,8.6718,0.7422,616.59
3.916094,5.7126,8.4707,0.0383,5.6407,8.7771,-0.0718,616.59
3.936094,5.6934,8.2073,0.2586,5.5976,9.4619,-0.2873,616.59
3.956098,5.8466,8.6431,0.0479,6.0525,9.2416,0.2251,616.59
3.976099,5.6838,8.6479,0.2203,5.4157,9.4523,0.1006,616.59
3.996099,5.7269,8.4036,0.2777,5.6312,9.5098,0.4214,616.59
4.016099,5.1715,8.7724,0.2394,5.1619,9.5050,0.2682,618.36
4.057003,5.0996,8.6335,0.3352,5.1044,8.7388,0.5890,618.36
4.077004,4.8459,8.8633,0.2298,4.8842,9.6007,0.6608,618.36
4.097005,4.9895,9.1698,0.6512,4.8315,9.8737,0.2203,618.36
4.117008,4.3096,9.2608,0.1580,4.1276,10.0556,-0.2969,618.36
4.137011,4.0845,9.1746,0.2107,4.0414,10.1227,0.4453,618.36
