Timestamp,A_x,A_y,A_z,B_x,B_y,B_z,Altitude,,,,,,,,,,,,,,,,,,,,,,
0,-9.2847,3.3232,0.4788,-9.2895,3.2753,0.2346,617.56,,,,,,,,,,,,,,,,,Alpha,Alpha-smoothed,Omega,AlphaFromOmega,Omega-smoothed,AlphaFromOmegaSmooth
0.069769,-9.4188,3.5817,0.5219,-9.4188,3.371,0.34,617.56,,,,,,,,,,,,,,,,,-0.235960591,-1.008516825,0,0,0.043265704,2.84E-15
0.089771,-9.2225,3.4046,0.6273,-9.3661,3.2226,0.7853,617.56,,,,,,,,,,,,,,,,,-1.037931034,-1.013559157,0,0,0.043265704,2.84E-15
0.109773,-9.3087,2.9784,1.0056,-9.3948,2.8012,1.3503,617.56,,,,,,,,,,,,,,,,,-0.896551724,-1.010001023,0,0,0.043265704,2.84E-15
0.129773,-8.9639,3.6823,0.6991,-9.1267,3.6344,0.8428,617.56,,,,,,,,,,,,,,,,,-0.872906404,-1.003574215,0,0,0.043265704,2.84E-15
0.149776,-9.3948,3.1939,0.7278,-9.3853,2.4086,-0.0287,617.56,,,,,,,,,,,,,,,,,-0.235960591,-0.991392044,0,10.81480389,0.043265704,2.84E-15
0.169779,-9.2943,3.2848,0.7614,-9.4906,2.9401,0.656,617.56,,,,,,,,,,,,,,,,,-3.868472906,-0.976398682,0.216328522,-10.81480389,0.043265704,-2.162960779
0.189783,-9.4619,3.0215,0.6656,-9.5481,2.6097,0.6991,617.56,,,,,,,,,,,,,,,,,-1.698029557,-0.94901347,0,0,0,0
0.209786,-9.414,2.9401,0.6847,-9.4523,2.624,0.7326,617.56,,,,,,,,,,,,,,,,,-2.028571429,-0.915572148,0,0,0,0
0.229786,-9.4188,2.8826,0.7135,-9.4523,2.4612,0.6608,617.56,,,,,,,,,,,,,,,,,-1.557142857,-0.876188869,0,0,0,0
0.249787,-9.4523,3.0215,0.7278,-9.5289,2.5809,0.656,617.56,,,,,,,,,,,,,,,,,-2.075862069,-0.835560712,0,0,0,0
0.269789,-9.3374,2.9449,0.8332,-9.3901,2.5283,0.8092,617.56,,,,,,,,,,,,,,,,,-2.17044335,-0.794269744,0,0,0,4.34318112
0.28979,-9.414,3.1556,0.7757,-9.4858,2.8012,0.7614,617.56,,,,,,,,,,,,,,,,,-2.052216749,-0.752163067,0,0,0.086872309,-0.000434318
0.309791,-9.3087,3.1795,0.838,-9.3948,2.8299,0.8092,617.56,,,,,,,,,,,,,,,,,-1.745812808,-0.712757027,0,0,0.086872309,-0.000434318
0.329791,-9.4475,3.0885,0.7757,-9.5002,2.6001,0.8619,617.56,,,,,,,,,,,,,,,,,-1.722167488,-0.676972928,0,0,0.086872309,-0.000434318
0.349795,-9.4284,3.0311,0.7949,-9.5193,2.5714,0.8188,617.56,,,,,,,,,,,,,,,,,-2.40591133,-0.640204665,0,0,0.086872309,-0.000434318
0.369797,-9.4619,3.1939,0.7805,-9.4236,2.8491,0.7135,617.56,,,,,,,,,,,,,,,,,-2.26453202,-0.601922601,0,21.7159056,0.086872309,3.430289773
0.389797,-9.2608,3.371,0.7087,-9.3374,3.1603,0.6752,617.56,,,,,,,,,,,,,,,,,-1.698522167,-0.562262722,0.434361544,-21.71807719,0.155497083,1.602841104
0.409801,-9.2656,3.6344,0.7135,-9.2991,3.553,0.6129,617.56,,,,,,,,,,,,,,,,,-1.037931034,-0.524816827,0,0,0.187569228,2.162708228
0.429802,-9.2033,3.7972,0.7087,-9.256,3.7445,0.6081,617.56,,,,,,,,,,,,,,,,,-0.400985222,-0.484201045,0,0,0.230834933,-0.000468836
0.449802,-9.1889,3.9265,0.7039,-9.2464,3.9025,0.6464,617.56,,,,,,,,,,,,,,,,,-0.259605911,-0.441276029,0,0,0.230834933,-0.000468836
0.469805,-9.1985,3.9504,0.656,-9.1746,3.9744,0.6512,617.56,,,,,,,,,,,,,,,,,-0.118226601,-0.396980776,0,17.15362046,0.230834933,-0.000468836
0.489807,-9.2464,3.9361,0.747,-9.1746,4.0366,0.5507,617.56,,,,,,,,,,,,,,,,,0.118226601,-0.351965478,0.34312387,12.57866225,0.230834933,-3.431192927
0.509808,-9.1937,3.9887,0.6081,-9.1842,3.9648,0.3065,617.56,,,,,,,,,,,,,,,,,0.495073892,-0.304750973,0.594722272,-18.91874157,0.162210159,-5.946925378
0.529809,-9.1363,4.0127,0.5267,-9.2033,4.0175,0.2777,617.56,,,,,,,,,,,,,,,,,-0.11773399,-0.258496303,0.216328522,-10.81588532,0.043265704,-2.163177064
0.549811,-9.0788,4.051,0.6369,-9.1315,4.0989,0.7135,617.56,,,,,,,,,,,,,,,,,0.02364532,-0.211341678,0,0,0,0
0.569814,-9.0261,4.1276,0.6991,-9.0788,4.2234,0.747,617.56,,,,,,,,,,,,,,,,,0.235960591,-0.169572273,0,0,0,0
0.589814,-9.0261,4.1946,0.7949,-9.1075,4.3239,0.6991,617.56,,,,,,,,,,,,,,,,,0.471921182,-0.119487545,0,0,0,0
0.609818,-9.0357,4.1659,0.7757,-9.0549,4.3048,0.8092,617.56,,,,,,,,,,,,,,,,,0.636945813,-0.074155495,0,0,0,5.743555504
0.629818,-9.1219,4.0175,0.8284,-9.2081,4.209,0.8763,617.56,,,,,,,,,,,,,,,,,0.684236453,-0.025504329,0,0,0.114899828,-0.001148654
0.649818,-9.0788,3.9744,0.7374,-9.098,4.027,0.8667,617.56,,,,,,,,,,,,,,,,,0.943349754,0.028543441,0,0,0.114899828,-0.001148654
0.669821,-9.074,3.711,0.7805,-9.232,3.5913,0.7518,617.56,,,,,,,,,,,,,,,,,0.2591133,0.0850834,0,0,0.114899828,4.851113038
0.689824,-9.3661,3.6152,0.6512,-9.3996,3.4907,0.3304,617.56,,,,,,,,,,,,,,,,,-0.589655172,0.133481323,0,0,0.211949914,-0.00042096
0.709829,-9.4092,3.4955,0.7326,-9.3422,3.3136,0.6273,617.56,,,,,,,,,,,,,,,,,-0.613300493,0.18114611,0,28.71777752,0.211949914,3.066353335
0.72983,-9.3039,3.4668,0.747,-9.3134,3.3279,0.7278,617.56,,,,,,,,,,,,,,,,,-0.896059113,0.229279357,0.574499139,-28.72352079,0.273297667,-5.744283111
0.749834,-9.2512,3.2944,0.9433,-9.2847,3.1268,0.9816,617.56,,,,,,,,,,,,,,,,,-0.684236453,0.279278091,0,0,0.158397839,0.000421047
0.769835,-9.3565,3.5051,0.6512,-9.3087,2.9257,1.3264,617.56,,,,,,,,,,,,,,,,,-0.825615764,0.324406634,0,24.26130846,0.158397839,5.947643771
0.789839,-9.3374,3.5003,0.5746,-9.4044,3.1795,0.589,617.56,,,,,,,,,,,,,,,,,-2.854187192,0.365763513,0.48525043,-24.25766999,0.277342294,-4.850948695
0.809843,-9.3948,3.5099,0.7278,-9.3757,3.3375,0.2442,617.56,,,,,,,,,,,,,,,,,-1.580295567,0.416290156,0,15.33387148,0.180292207,0.000585303
0.829845,-9.2416,3.3519,0.6943,-9.3039,3.1747,0.5555,617.56,,,,,,,,,,,,,,,,,-0.849261084,0.467790681,0.306738765,-15.33540471,0.180292207,-3.066188992
0.849845,-9.2943,3.3758,0.7135,-9.4188,3.1699,0.68,617.56,,,,,,,,,,,,,,,,,-0.872906404,0.506072248,0,0,0.118944454,0.00089195
0.869845,-9.3374,3.3184,0.6656,-9.2656,3.1268,0.8236,617.56,,,,,,,,,,,,,,,,,-1.014285714,0.566344797,0,29.73611362,0.118944454,0.00089195
0.889848,-9.2943,3.237,0.905,-9.3613,2.964,0.8188,617.56,,,,,,,,,,,,,,,,,-0.943842365,0.638295217,0.594722272,-29.73165387,0.118944454,-5.946330774
0.909848,-9.2943,3.1603,0.9529,-9.4475,2.8443,0.9337,617.56,,,,,,,,,,,,,,,,,-1.344827586,0.712910582,0,0,0,0
0.92985,-9.3661,3.1173,0.8667,-9.4906,2.6576,0.7422,617.56,,,,,,,,,,,,,,,,,-1.556650246,0.804258201,0,0,0,0
0.94985,-9.4571,3.0933,0.8428,-9.505,2.648,0.6752,617.56,,,,,,,,,,,,,,,,,-2.26453202,0.887042917,0,0,0,0
0.96985,-9.4044,3.0311,0.7087,-9.4667,2.6384,0.5698,617.56,,,,,,,,,,,,,,,,,-2.193596059,0.970296503,0,0,0,0
0.98985,-9.4475,3.146,0.5555,-9.4571,2.8156,0.4884,617.56,,,,,,,,,,,,,,,,,-1.934482759,1.055545091,0,0,0,0
1.009851,-9.4379,3.4046,0.6512,-9.4763,3.2465,0.5219,618.8,,,,,,,,,,,,,,,,,-1.627586207,1.224601235,0,0,0,0
1.05,-9.2129,3.5674,0.6464,-9.2273,3.4764,0.7087,618.8,,,,,,,,,,,,,,,,,-0.778817734,1.401536455,0,0,0,0
1.070004,-9.1889,3.6057,0.8428,-9.2464,3.5195,0.929,618.8,,,,,,,,,,,,,,,,,-0.448275862,1.609568857,0,0,0,0
1.090005,-9.165,3.7445,0.9385,-9.2273,3.6966,0.8954,618.8,,,,,,,,,,,,,,,,,-0.424630542,1.806334267,0,0,0,0
1.110006,-9.1554,3.8307,0.814,-9.2177,3.7781,0.838,618.8,,,,,,,,,,,,,,,,,-0.235960591,1.892196884,0,0,0,0
1.13001,-9.2225,3.8451,0.6895,-9.2273,3.8451,0.5842,618.8,,,,,,,,,,,,,,,,,-0.2591133,1.879907801,0,0,0,3.075406978
1.150011,-9.0932,4.0989,0.5986,-9.1698,4.3191,0.3879,618.8,,,,,,,,,,,,,,,,,0,1.875070146,0,0,0.06150814,8.412770417
1.170012,-8.9878,4.2713,0.5267,-9.0836,4.6017,0.4501,618.8,,,,,,,,,,,,,,,,,1.084729064,1.807324175,0,0,0.22977956,-0.000379947
1.190015,-8.7676,4.7022,0.6369,-8.849,4.9608,0.4357,618.8,,,,,,,,,,,,,,,,,1.627586207,1.687009322,0,0,0.22977956,-0.000379947
1.210015,-8.8873,4.4436,0.747,-9.2656,4.9752,0.5986,618.8,,,,,,,,,,,,,,,,,1.273891626,1.598694339,0,0,0.22977956,-0.000379947
1.230015,-8.7676,4.7692,1.0008,-8.7484,5.3343,1.2115,618.8,,,,,,,,,,,,,,,,,2.618719212,1.485436813,0,15.37703489,0.22977956,2.174261182
1.250018,-8.9735,4.5681,1.063,-8.8298,4.9464,0.6369,618.8,,,,,,,,,,,,,,,,,2.783743842,1.343101586,0.307540698,26.6868172,0.273272383,6.877305027
