Timestamp,A_x,A_y,A_z,B_x,B_y,B_z,Altitude
0.000000,-8.0397,-5.5258,0.5028,-7.9535,-5.5976,0.6512,661.13
0.069768,-7.9727,-5.5354,0.6273,-7.9009,-5.5881,0.5555,661.13
0.089768,-7.9248,-5.6407,0.6656,-7.8961,-5.7844,0.6560,661.13
0.109770,-8.0014,-5.7604,0.7183,-7.9535,-5.9472,0.6464,661.13
0.129773,-8.0062,-5.6790,0.6512,-7.9104,-5.8275,0.6273,661.13
0.149774,-8.0493,-5.6455,0.6225,-7.9823,-5.7317,0.6081,661.13
0.169774,-7.9823,-5.5545,0.6704,-7.9344,-5.6503,0.6656,661.13
0.189774,-8.0876,-5.4636,0.7470,-8.0493,-5.5450,0.6416,661.13
0.209775,-8.0780,-5.5210,0.7709,-8.0062,-5.5306,0.7183,661.13
0.229780,-8.1594,-5.4013,0.6608,-8.0685,-5.4731,0.6273,661.13
0.249780,-8.0972,-5.3678,0.7853,-8.1020,-5.3965,0.7422,661.13
0.269780,-8.0876,-5.3870,0.7087,-8.0637,-5.4444,0.6369,661.13
0.289780,-7.9200,-5.5593,0.6800,-7.9104,-5.7030,0.5794,661.13
0.309783,-8.0254,-5.6743,0.5794,-7.9775,-5.8179,0.5555,661.13
0.329785,-7.9918,-5.6647,0.6656,-7.9296,-5.7700,0.6656,661.13
0.349788,-7.9631,-5.6886,0.7661,-7.9535,-5.7509,0.7614,661.13
0.369790,-8.0397,-5.5545,0.8045,-7.9966,-5.6503,0.7039,661.13
0.389790,-7.9775,-5.5689,0.7326,-7.9583,-5.7174,0.6800,661.13
0.409792,-7.9918,-5.6407,0.6656,-7.9057,-5.8131,0.6416,661.13
0.429792,-8.0445,-5.6216,0.6512,-7.9823,-5.7509,0.5938,661.13
0.449792,-8.0062,-5.4971,0.6177,-8.0206,-5.5737,0.4884,661.13
0.469795,-7.9344,-5.5593,0.7230,-7.9104,-5.6407,0.7422,661.13
0.489795,-7.9823,-5.6407,0.6991,-7.9535,-5.7126,0.6800,661.13
0.509799,-8.0445,-5.6312,0.6656,-7.9775,-5.7317,0.6560,661.13
0.529801,-7.9823,-5.6216,0.6608,-7.9344,-5.7126,0.6225,661.13
0.549802,-7.9727,-5.7748,0.7470,-7.8530,-5.7988,0.6369,661.13
0.569804,-7.9535,-5.6599,0.6416,-7.8913,-5.6599,0.4980,661.13
0.589806,-7.9248,-5.5689,0.6321,-7.9057,-5.5545,0.5315,661.13
0.609806,-7.9679,-5.6503,0.7470,-7.9535,-5.8083,0.6464,661.13
0.629810,-7.8817,-5.8131,0.7087,-7.8482,-6.0142,0.7087,661.13
0.649810,-7.8626,-5.9185,0.6800,-7.9200,-6.0813,0.6800,661.13
0.669813,-7.7716,-5.8035,0.6608,-7.7668,-6.0334,0.7039,661.13
0.689817,-7.8578,-5.9376,0.7278,-7.8290,-6.1483,1.2258,661.13
0.709817,-7.8626,-5.8802,0.5938,-7.8386,-6.0286,1.0918,661.13
0.729817,-7.8290,-5.6934,0.6416,-7.7907,-5.6838,0.8332,661.13
0.749821,-7.8243,-5.6216,0.5938,-7.9440,-5.5450,0.4741,661.13
0.769822,-7.7907,-5.7269,0.6847,-7.7812,-5.7892,0.7757,661.13
0.789826,-7.9583,-5.6886,0.7039,-7.9009,-5.7078,0.5315,661.13
0.809826,-7.8482,-5.6886,0.7039,-7.8721,-5.7557,0.7997,661.13
0.829826,-7.8386,-5.7078,0.6225,-7.8817,-5.8514,0.8045,661.13
0.849830,-7.8099,-5.8035,0.7422,-7.8769,-5.8035,0.7518,661.13
0.869830,-7.9344,-5.6695,0.7087,-7.8913,-5.7126,0.6225,661.13
0.889833,-7.8626,-5.5833,0.5507,-7.8482,-5.5929,0.5459,661.13
0.909833,-7.8290,-5.7413,0.6273,-7.8195,-5.7461,0.5938,661.13
0.929833,-7.8147,-5.8562,0.6895,-7.7812,-6.0286,0.6656,661.13
0.949833,-7.7907,-5.9472,0.7853,-7.7381,-6.0621,0.6800,661.13
0.969833,-7.6614,-5.9568,0.7614,-7.7381,-6.0956,0.7039,661.13
0.989834,-7.6902,-5.8802,0.7183,-7.6710,-5.9520,0.7087,661.13
1.009835,-7.5705,-6.1052,0.7183,-7.6136,-6.2728,0.6800,661.49
1.050003,-7.5657,-6.1866,0.6225,-7.6519,-6.4643,0.6321,661.49
1.070007,-7.6614,-6.2489,0.5842,-7.5369,-6.5218,0.5650,661.49
1.090009,-7.5753,-6.3303,0.7087,-7.5130,-6.6319,0.5842,661.49
1.110013,-7.6471,-6.0334,0.7901,-7.5322,-6.1004,0.5842,661.49
1.130014,-7.7189,-6.0094,0.8715,-7.6998,-5.9855,0.8092,661.49
1.150015,-7.6375,-5.8275,0.8332,-7.5465,-5.9472,0.6752,661.49
1.170020,-7.6710,-5.9568,1.0056,-7.5753,-5.9664,0.8188,661.49
1.190023,-7.5465,-5.9759,0.8715,-7.6040,-5.9711,1.0295,661.49
1.210025,-7.5848,-5.9328,0.7614,-7.4843,-5.9616,0.9098,661.49
1.230028,-7.5609,-6.0525,0.8667,-7.5609,-6.0142,0.6800,661.49
1.250030,-7.5130,-6.0047,0.8428,-7.4603,-5.9616,0.7518,661.49
1.270030,-7.4603,-6.1531,0.7709,-7.4603,-6.1004,0.9290,661.49
1.290031,-7.4268,-6.0669,0.6752,-7.4460,-6.2249,1.1061,661.49
1.310036,-7.4891,-6.1339,0.6800,-7.4699,-6.2584,0.7422,661.49
1.330036,-7.4268,-6.3686,0.8523,-7.4508,-6.5074,0.7614,661.49
1.350037,-7.3933,-6.3446,0.7135,-7.2927,-6.5457,0.8811,661.49
1.370041,-7.3023,-6.4260,0.5746,-7.2736,-6.5314,0.7422,661.49
1.390044,-7.3119,-6.6224,0.6416,-7.2257,-6.8283,0.7614,661.49
1.410046,-7.2832,-6.5745,0.6991,-7.2065,-6.6367,0.4884,661.49
1.430046,-7.2305,-6.4835,0.7470,-7.1491,-6.5218,0.6273,661.49
1.450051,-7.1204,-6.4979,0.9290,-7.0342,-6.6750,1.0965,661.49
1.470052,-7.1778,-6.4308,0.8188,-7.1108,-6.4979,0.6752,661.49
1.490052,-7.2496,-6.4883,0.8619,-7.1874,-6.4069,0.5746,661.49
1.510056,-7.1299,-6.7229,0.6704,-7.1922,-6.7086,0.5650,661.49
1.530057,-7.0820,-6.7421,0.7087,-7.0390,-6.8761,0.6752,661.49
1.550057,-6.8378,-6.9145,0.2346,-7.0390,-7.3215,0.2825,661.49
1.570058,-7.0820,-6.8666,1.2833,-6.8905,-7.0581,0.2490,661.49
