Timestamp,A_x,A_y,A_z,B_x,B_y,B_z,Altitude
0.000000,-7.7141,-6.3255,0.3783,-7.6567,-6.6894,0.3783,661.40
0.069769,-7.7524,-6.1004,0.6704,-7.6519,-6.4021,0.7087,661.40
0.089773,-7.6854,-5.9137,0.8523,-7.6567,-6.0142,0.7039,661.40
0.109773,-7.7668,-5.8802,0.7805,-7.7476,-6.0190,0.5890,661.40
0.129773,-7.7285,-5.9472,0.7901,-7.6998,-6.0094,0.7230,661.40
0.149774,-7.4268,-5.7652,0.6752,-7.0006,-6.3207,1.2594,661.40
0.169776,-7.5896,-5.6982,0.8954,-7.6854,-5.8945,1.5227,661.40
0.189780,-7.6854,-5.9664,1.1109,-7.4843,-5.8802,1.0678,661.40
0.209781,-7.7764,-5.9855,1.2067,-7.6279,-6.1196,0.7470,661.40
0.229782,-7.4986,-5.9616,0.9625,-7.5848,-5.9711,0.7805,661.40
0.249786,-7.5896,-5.9999,0.9098,-7.5274,-6.0669,1.1109,661.40
0.269786,-7.3981,-6.0334,1.0343,-7.1635,-5.9472,2.1165,661.40
0.289789,-7.3694,-6.0908,0.2394,-7.7428,-5.7557,1.2498,661.40
0.309791,-7.6854,-6.6032,0.7183,-7.4939,-6.7277,1.2163,661.40
0.329792,-7.4986,-6.5984,0.2059,-7.5944,-6.9049,-0.3974,661.40
0.349793,-7.3215,-6.7373,0.3639,-7.2688,-7.0485,0.9146,661.40
0.369796,-7.2592,-6.5649,0.4836,-7.2736,-6.7229,0.7470,661.40
0.389797,-7.3933,-6.4787,0.6321,-7.4795,-6.5027,0.8092,661.40
0.409802,-7.5226,-6.1818,0.5938,-7.4843,-6.1531,0.5746,661.40
0.429802,-7.6040,-6.1914,0.6369,-7.5369,-6.1435,0.6416,661.40
0.449802,-7.5896,-6.0861,0.6800,-7.5465,-5.8658,0.6369,661.40
0.469803,-7.7045,-5.9089,0.6943,-7.6567,-5.6886,0.5507,661.40
0.489807,-7.6375,-5.9089,0.6273,-7.6279,-5.7892,0.6225,661.40
0.509808,-7.7189,-5.9328,0.6273,-7.6710,-5.6934,0.5890,661.40
0.529812,-7.6423,-6.0478,0.9194,-7.5513,-5.8849,0.8092,661.40
0.549814,-7.5178,-6.1435,1.0104,-7.4316,-6.0190,1.1013,661.40
0.569818,-7.5274,-6.0573,0.9242,-7.5465,-5.8419,0.9433,661.40
0.589818,-7.5896,-6.0286,0.7853,-7.5082,-5.7748,0.6033,661.40
0.609822,-7.5274,-6.1723,0.6321,-7.4747,-5.9041,0.5124,661.40
0.629823,-7.4268,-6.3351,0.5890,-7.3550,-6.0765,0.5507,661.40
0.649823,-7.3215,-6.3734,0.5267,-7.2257,-6.2345,0.3017,661.40
0.669823,-7.1491,-6.6559,0.6416,-7.1299,-6.4787,0.7326,661.40
0.689824,-7.1443,-6.6846,0.6416,-7.0485,-6.5314,0.5363,661.40
0.709824,-7.1299,-6.7421,0.6225,-7.0773,-6.5266,0.6129,661.40
0.729829,-7.0820,-6.6511,0.6943,-6.9480,-6.3351,0.7949,661.40
0.749829,-7.1443,-6.5697,0.7087,-7.0677,-6.3255,0.6512,661.40
0.769830,-7.0054,-6.7086,0.6321,-6.8522,-6.3877,0.5459,661.40
0.789833,-7.0054,-6.7421,0.7039,-6.8666,-6.3638,0.6416,661.40
