Timestamp,A_x,A_y,A_z,B_x,B_y,B_z,Altitude
0.000000,-8.8346,4.3766,0.6560,-9.0405,4.4915,0.4405,615.97
0.069774,-8.9352,4.3766,0.5842,-8.9112,4.3431,0.6512,615.97
0.089774,-8.8873,4.5633,0.5938,-9.0261,4.7740,0.6943,615.97
0.109774,-8.7293,4.5346,0.5746,-8.7532,4.8123,0.5794,615.97
0.129774,-8.9639,4.6208,0.8428,-9.0501,4.6639,0.6416,615.97
0.149775,-8.9926,4.3718,0.6704,-9.0980,4.4628,0.7805,615.97
0.169779,-9.0453,4.2617,0.5938,-9.0644,4.1994,0.6225,615.97
0.189781,-9.1219,4.0989,0.5076,-9.1506,4.0031,0.4262,615.97
0.209784,-9.1698,3.9169,0.5315,-9.1937,3.8068,0.2155,615.97
0.229788,-9.1985,3.8451,0.8188,-9.2656,3.3184,0.6033,615.97
0.249791,-8.9687,3.8690,0.5986,-9.1219,3.6009,0.5028,615.97
0.269795,-9.1554,3.9696,0.7087,-9.1506,3.8738,0.9098,615.97
0.289800,-9.1123,3.8068,0.9385,-9.1315,3.6105,1.0726,615.97
0.309804,-9.2033,3.7781,0.6800,-9.2368,3.4524,1.1109,615.97
0.329807,-9.1602,3.6057,0.7422,-9.1123,3.2992,0.5746,615.97
0.349809,-9.3374,3.6919,0.5555,-9.4619,3.3519,0.2442,615.97
0.369812,-9.2656,3.4907,0.3543,-9.4619,3.1268,0.4741,615.97
0.389812,-8.8538,3.5291,0.5219,-9.2273,3.0981,0.3735,615.97
0.409813,-9.4427,3.9025,0.3352,-9.4092,3.6009,0.0670,615.97
0.429813,-9.2703,4.0175,0.4597,-9.0932,3.6919,0.2298,615.97
0.449814,-9.2177,3.7445,0.8859,-9.2225,3.2848,0.9385,615.97
0.469818,-8.8825,3.6009,0.6129,-9.4188,3.3567,0.3017,615.97
0.489818,-9.5337,4.3383,0.3017,-9.3182,4.1228,0.8763,615.97
0.509821,-8.9687,4.2329,0.8571,-8.8538,4.3622,0.4980,615.97
0.529822,-8.6622,4.1276,0.9816,-8.8825,4.1851,0.0144,615.97
0.549825,-9.2033,4.4053,0.9385,-9.2608,4.4293,0.3400,615.97
0.569828,-8.6670,4.5490,1.0391,-8.6526,4.7836,0.6943,615.97
0.589828,-8.9783,4.4628,0.9050,-9.2608,4.6495,0.1867,615.97
0.609828,-8.9830,4.3287,0.8092,-8.9064,4.0797,1.0439,615.97
0.629828,-8.8346,4.2473,0.7901,-8.8969,4.3239,0.6800,615.97
0.649828,-8.8155,4.6208,0.5507,-8.9256,4.9273,0.3687,615.97
0.669828,-8.9543,4.6448,0.3256,-8.9447,4.8842,0.1484,615.97
0.689829,-8.8969,4.4293,0.3591,-8.9447,4.4436,-0.0431,615.97
0.709834,-8.7053,4.4388,0.6273,-8.8538,4.5969,0.5028,615.97
0.729835,-8.7771,4.9416,0.7278,-8.8202,5.3343,0.8667,615.97
0.749839,-8.3749,4.3479,1.6951,-8.4803,5.5545,1.5275,615.97
0.769839,-8.4180,4.3335,1.7717,-8.5521,4.8650,3.2896,615.97
0.789842,-8.7436,4.6400,1.9441,-9.2368,4.7118,2.8204,615.97
0.809845,-8.4180,5.3199,0.8811,-8.4276,5.1571,2.0016,615.97
0.829849,-8.4228,5.2050,1.0726,-8.9639,5.8514,0.8859,615.97
0.849850,-8.2648,5.6982,0.8859,-8.6239,5.0613,0.9529,615.97
0.869854,-8.8921,4.7884,0.2538,-8.9352,5.6024,0.8188,615.97
0.889856,-9.4140,5.0996,0.2011,-9.2033,5.5976,-1.5179,615.97
0.909858,-9.0932,4.1659,0.5171,-9.1746,4.5394,0.2346,615.97
0.929859,-8.9974,4.0558,1.0582,-9.1123,3.5386,0.1820,615.97
0.949861,-9.2368,3.5769,0.5842,-9.3278,3.8882,0.2251,615.97
0.969865,-9.3470,2.9832,0.2921,-9.0788,2.9209,0.3639,615.97
0.989867,-9.4571,2.6671,0.6704,-9.4954,2.9305,0.3879,615.97
1.009872,-8.8250,2.9832,0.8092,-9.2512,2.8874,1.1971,616.77
1.050011,-9.8497,2.7581,0.6129,-9.6582,2.9688,0.8428,616.77
1.070015,-9.7396,3.0311,0.9577,-9.7444,3.1603,0.4788,616.77
1.090018,-9.2273,3.5482,0.5938,-8.8250,3.5099,0.6800,616.77
1.110020,-9.6726,3.2896,0.4405,-9.3996,3.5051,0.3496,616.77
1.130020,-8.5425,2.6528,1.0391,-8.6670,3.1029,1.6951,616.77
1.150020,-10.1179,3.0646,1.2929,-9.9216,3.3519,1.0822,616.77
1.170022,-8.9735,3.0167,0.5938,-9.3326,3.6536,-0.2011,616.77
1.190023,-9.5864,2.5426,0.8523,-9.4284,2.7677,0.8523,616.77
1.210026,-9.7444,1.9968,0.0958,-9.7971,1.7621,0.8045,616.77
1.230027,-9.8306,2.0255,0.4501,-9.5864,2.2505,0.8859,616.77
1.250031,-9.5624,1.9968,0.8380,-8.8729,2.4229,0.1341,616.77
1.270034,-10.0317,2.2553,0.5794,-9.5337,2.9018,1.9010,616.77
1.290037,-10.5967,1.4413,1.5275,-9.8450,1.0487,1.9537,616.77
1.310037,-8.4563,0.2969,1.0295,-8.1642,0.5171,0.9290,616.77
1.330042,-10.3190,0.6225,1.1157,-9.7636,1.6999,1.6328,616.77
1.350042,-9.1459,0.5028,0.6129,-8.3175,0.4836,0.1437,616.77
1.370042,-10.4627,0.4597,-0.3352,-9.5864,1.9345,-0.8475,616.77
1.390042,-10.3046,0.4357,1.3599,-9.7348,1.2594,0.5555,616.77
1.410042,-9.7205,-0.4453,1.6089,-9.3182,0.4549,3.9169,616.77
1.430043,-10.0509,-0.5028,1.9537,-8.7197,-0.0575,1.6328,616.77
1.450047,-10.4579,-1.4078,0.2298,-10.1706,-0.6704,-0.0622,616.77
1.470051,-9.9551,-1.8340,0.0958,-8.9064,-1.2737,-0.4310,616.77
1.490053,-8.3414,-2.9113,-0.5890,-7.2736,-3.4668,1.0343,616.77
1.510058,-9.8641,-2.2170,1.0056,-9.1219,-1.7621,1.9537,616.77
1.530058,-9.5385,0.2251,0.9529,-8.9830,2.5905,1.2881,616.77
1.550058,-9.0980,-1.2019,1.9249,-8.0541,0.8092,2.2649,616.77
1.570063,-10.0987,-2.2410,1.9728,-9.1315,0.5746,2.7821,616.77
1.590066,-11.5305,-1.1636,0.8523,-9.3996,2.4086,2.0782,616.77
1.610067,-8.7819,-3.3088,2.3559,-7.7381,-2.2793,2.7533,616.77
1.630071,-9.5864,-4.6831,1.2019,-7.3310,-3.5003,1.9297,616.77
1.650075,-6.2632,-3.6727,0.3783,-5.0805,-4.8698,-4.5346,616.77
1.670079,-6.2297,-7.9440,0.3304,-4.4436,-6.5888,-2.0782,616.77
1.690079,-6.7421,-6.7995,-3.6200,-4.0749,-7.3981,-2.9975,616.77
1.710079,-5.7748,-6.4165,0.2729,-3.9792,-7.5753,-3.6679,616.77
1.730083,-5.5306,-8.5377,-0.4549,-6.2297,-6.7852,0.6943,616.77
1.750083,-4.0510,-10.8409,1.4509,-2.1069,-9.7109,0.8332,616.77
1.770084,-3.1843,-3.6440,1.6376,-2.1500,-2.3415,3.6919,616.77
1.790087,-4.0701,-9.0597,2.2266,0.6943,-6.3829,6.4356,616.77
1.810091,-4.6735,-12.2392,1.8052,-5.8658,-10.3573,-2.8060,616.77
1.830098,2.1117,-5.4875,0.9577,1.6712,-5.3726,2.6911,616.77
1.850098,-5.0518,-12.3158,-1.7957,-1.7717,-12.4498,2.4565,616.77
1.870103,-6.0525,-6.0430,-2.2841,-1.2115,-4.4341,-6.6607,616.77
1.890105,2.4181,-12.6797,2.0782,6.0190,-11.5640,-1.6951,616.77
1.910106,-0.4070,-6.3590,-1.6855,1.2450,-6.1387,3.1939,616.77
1.930106,-2.7102,-10.8074,-1.1157,0.1149,-10.1562,-2.8252,616.77
1.950109,0.8811,-8.1499,1.4317,4.2186,-6.2920,1.2594,616.77
1.970109,-1.1779,-10.2759,1.9728,2.4421,-6.7038,2.3750,616.77
1.990110,0.8667,-13.0628,1.8914,5.3678,-9.0261,0.6033,616.77
2.010110,5.9855,-14.9685,6.5888,8.5760,-12.9670,5.4875,614.56
2.051012,-1.8100,-3.2801,-1.9728,0.3879,-0.9098,-7.6519,614.56
2.071013,10.0173,-12.2535,4.3574,14.2599,-13.6278,11.8896,614.56
2.091013,3.1316,-4.8076,-1.8196,5.6455,-3.3902,-2.8395,614.56
2.111015,5.1427,-8.6335,0.4597,8.3127,-8.5617,-1.9441,614.56
2.131016,7.0006,-8.6862,0.6847,8.0349,-6.9097,2.8347,614.56
2.151020,9.2799,-6.3255,0.1915,9.5337,-7.2113,0.4836,614.56
2.171021,5.6455,-3.5243,-0.4836,10.1083,-4.7980,-1.3168,614.56
2.191025,6.6176,-8.7676,0.9433,15.3277,-6.5074,1.4557,614.56
2.211025,7.0150,-5.7557,-0.4741,8.3318,-4.3527,0.4932,614.56
2.231026,9.2847,-7.2161,-0.1963,10.4675,-8.6143,1.0534,614.56
2.251026,9.8210,-2.5283,-0.4693,10.6829,-2.6240,0.5602,614.56
2.271026,10.9798,-5.0613,1.7190,12.3014,-2.8443,-0.2203,614.56
2.291028,5.3247,-4.7357,0.0766,6.3159,-4.9752,-3.0981,614.56
2.311031,13.2495,-0.8475,1.5993,12.5743,-1.2977,3.6823,614.56
2.331031,10.2807,-4.3239,0.5363,10.2424,-4.8842,-3.6296,614.56
2.351032,7.1682,-0.1484,-0.5363,7.7764,0.0431,1.6520,614.56
2.371034,11.8369,-3.6583,1.8818,14.6812,-2.2218,2.1021,614.56
2.391037,7.8817,-2.4086,-1.2210,9.2368,-1.5131,-1.5227,614.56
2.411039,10.9511,-0.1532,2.3750,11.4347,-1.1636,0.3639,614.56
2.431042,9.4906,-1.8723,1.0295,10.8697,-2.1739,1.3024,614.56
2.451042,10.2568,0.0144,0.6225,11.0229,-0.1101,0.5315,614.56
2.471042,9.9599,0.9337,0.1580,10.1323,0.8811,0.1149,614.56
2.491046,9.8450,-1.4844,0.1149,10.6446,-1.3312,0.3639,614.56
2.511047,9.3326,-0.1006,1.0439,9.9886,-1.2115,0.3926,614.56
2.531048,10.9271,2.2410,0.1820,12.4307,1.7621,0.0479,614.56
2.551052,8.2456,2.6719,0.5938,8.8633,1.7573,-2.3415,614.56
2.571053,10.9750,4.0366,2.4038,10.9559,1.1827,1.7382,614.56
2.591054,8.9926,1.3455,0.2155,8.8777,0.3352,-0.0862,614.56
2.611057,8.8011,3.2322,0.2346,9.5385,2.7342,-0.6991,614.56
2.631059,10.1514,3.7206,1.2115,10.4339,2.9736,1.0965,614.56
2.651063,8.9974,3.4907,-0.2059,9.0836,3.2178,0.6752,614.56
2.671063,9.8019,3.4907,1.2019,10.1275,3.4285,0.6416,614.56
2.691067,8.3701,2.9928,0.0479,8.5617,2.9401,0.5363,614.56
2.711068,9.4619,4.6256,1.0678,9.5529,4.3383,0.5028,614.56
2.731068,8.3893,2.6001,0.3974,9.0070,3.5674,0.9194,614.56
2.751070,9.7300,4.0654,-0.3496,9.5864,4.0845,-0.9912,614.56
2.771074,8.3797,4.8602,-0.3496,8.7819,3.3854,1.0056,614.56
2.791078,9.0166,4.5155,0.5698,8.8873,4.4197,0.8763,614.56
2.811079,8.6095,4.3574,-0.2059,8.7532,4.0654,-0.6704,614.56
2.831079,8.1355,5.1571,1.0151,8.2504,5.1092,-1.2450,614.56
2.851079,8.6287,5.3678,1.1109,8.7053,5.1140,1.7334,614.56
2.871079,9.1842,3.8307,0.3352,9.7971,4.9847,1.8866,614.56
2.891082,8.8298,4.6208,0.8236,8.8969,5.6838,1.1588,614.56
2.911084,8.2983,4.6783,0.7374,8.2265,4.7405,0.2394,614.56
2.931086,8.3558,6.4165,0.9481,8.5904,6.9192,-1.3838,614.56
2.951090,8.0110,4.5298,0.1580,8.1642,5.3295,0.4262,614.56
2.971094,8.0541,5.6790,-0.2011,8.6526,6.3973,-1.2306,614.56
2.991097,9.1794,5.0374,0.0718,9.2129,5.3822,1.0199,614.56
3.011097,7.6184,6.0525,-0.0335,7.9679,5.9424,0.9194,615.71
3.052007,7.3167,6.4308,-0.2873,7.8434,5.8610,1.2641,615.71
3.072008,8.4898,6.8809,0.0766,8.0062,7.1826,-0.8763,615.71
3.092010,7.2449,6.7133,0.7614,8.8442,7.2065,-0.4597,615.71
3.112014,7.9440,5.8993,0.2634,8.7053,6.5697,2.3128,615.71
3.132015,6.9719,7.0916,-0.1532,7.6040,7.9248,-3.0694,615.71
3.152017,8.0493,6.4260,0.9529,7.9966,8.4420,0.8475,615.71
3.172020,6.8139,6.4931,0.2298,7.6806,8.3510,0.5555,615.71
3.192020,7.5322,7.3933,0.8859,7.9679,8.9543,0.9864,615.71
3.212025,5.2098,6.5697,0.9720,5.9089,5.5210,-0.5459,615.71
3.232026,8.1211,9.6630,2.2314,8.3749,11.1809,3.7254,615.71
3.252026,6.7804,7.8099,0.6512,6.5601,8.5760,-1.0056,615.71
3.272026,4.9512,7.6519,1.0582,5.8802,7.5417,4.6639,615.71
3.292029,5.8419,10.2615,1.7957,6.2584,11.7507,0.2777,615.71
3.312031,4.0941,5.9424,-0.3926,5.6360,6.9480,0.3639,615.71
3.332031,6.2393,12.0907,0.9146,6.9719,12.8808,4.0845,615.71
3.352031,6.0238,9.5193,-0.5028,7.2018,12.1051,-2.1165,615.71
3.372031,2.9353,6.4931,0.5938,3.9361,7.9679,2.0542,615.71
3.392031,6.7852,13.8720,1.5179,8.0685,18.2342,2.7054,615.71
3.412031,4.1132,6.3255,-1.7382,5.1811,6.2153,-3.3184,615.71
3.432031,2.6097,8.0062,1.5514,4.8554,6.9288,5.9664,615.71
3.452034,4.0127,15.0547,-0.1437,5.8179,15.3133,4.2760,615.71
3.472036,2.1404,9.8450,0.9529,4.0558,9.7492,3.2417,615.71
3.492036,-2.2601,14.2551,1.4988,-1.3264,15.1314,2.6049,615.71
3.512037,0.3687,6.7756,0.6225,2.4660,7.8003,-0.4022,615.71
3.532042,3.3902,6.2106,-1.4365,4.7166,11.0564,-2.0686,615.71
3.552042,-6.2345,11.4299,0.7709,-3.8211,10.3860,-8.1307,615.71
3.572043,2.5283,14.6286,4.7118,3.1412,16.8025,-5.7126,615.71
3.592044,-7.4795,6.2058,1.4222,-5.0996,4.9225,-1.3551,615.71
3.612047,-1.7238,10.7739,1.2594,3.2848,16.8935,7.8434,615.71
3.632047,-9.0405,11.3772,1.8148,-2.3320,6.4356,6.1818,615.71
3.652047,-1.1349,2.1644,3.9504,3.4189,2.6528,-0.5602,615.71
3.672047,-5.7030,13.1011,0.3160,-1.2594,16.0603,-3.6631,615.71
3.692047,-10.5249,7.2592,0.5698,-8.3749,-2.4900,-1.3312,615.71
3.712047,-1.1540,11.7555,-0.2873,-0.3208,6.4643,6.4404,615.71
3.732047,-8.3797,6.8714,0.0048,-7.0820,2.2458,1.6568,615.71
3.752047,-5.3774,1.8148,1.4700,-2.6288,2.5474,8.6814,615.71
3.772047,-11.8130,9.1746,3.0742,-10.1562,7.3885,1.9154,615.71
3.792050,-3.4572,4.0893,-0.9960,-1.2306,6.1962,2.6240,615.71
