Timestamp,A_x,A_y,A_z,B_x,B_y,B_z,Altitude,,,,,,,,,,,,,,,,,,,,,,
0,-9.8258,-1.585,0.7039,-9.845,-1.6568,-0.6895,616.41,,,,,,,,,,,,,,,,,Alpha,Alpha-smoothed,Omega,AlphaFromOmega,Omega-smoothed,AlphaFromOmegaSmooth
0.069783,-9.6199,-1.6616,0.9768,-9.8497,-1.9968,0.589,616.41,,,,,,,,,,,,,,,,,-0.353694581,-0.941180271,0,0,0.053082332,2.663911234
0.089788,-9.6151,-1.4844,0.7422,-9.7109,-1.5371,0.9529,616.41,,,,,,,,,,,,,,,,,-1.651231527,-0.957684557,0,0,0.106349944,2.175220662
0.109789,-9.481,-1.336,0.6895,-9.5624,-1.5131,0.7709,616.41,,,,,,,,,,,,,,,,,-0.259605911,-0.954889366,0,0,0.149842766,0.00090568
0.12979,-9.7683,-1.1923,0.6416,-9.754,-1.221,0.9673,616.41,,,,,,,,,,,,,,,,,-0.872413793,-0.988162818,0,13.26991955,0.149842766,0.00090568
0.149795,-9.8593,-1.1492,0.8428,-9.8689,-1.2737,0.5315,616.41,,,,,,,,,,,,,,,,,-0.14137931,-1.01013626,0.265411661,-13.26726623,0.149842766,-2.65307823
0.169795,-9.7827,-1.2737,0.4788,-9.7683,-1.2258,0.3065,616.41,,,,,,,,,,,,,,,,,-0.613300493,-1.010464241,0,13.31690285,0.096760434,6.141639562
0.189797,-9.7061,-1.0391,0.6656,-9.6965,-1.245,0.3448,616.41,,,,,,,,,,,,,,,,,0.235960591,-0.994987623,0.266338057,-2.443452859,0.219616431,-2.664233745
0.2098,-9.6726,-0.9002,0.7949,-9.7588,-0.9433,0.5171,616.41,,,,,,,,,,,,,,,,,-1.014285714,-0.994365009,0.217464113,-10.87157491,0.16634882,2.431303582
0.229804,-9.6822,-0.9146,0.8188,-9.7109,-1.1253,1.1109,616.41,,,,,,,,,,,,,,,,,-0.212315271,-0.984339797,0,0,0.21501136,-0.001919184
0.249805,-9.6438,-1.0295,0.8715,-9.663,-1.1971,0.7374,616.41,,,,,,,,,,,,,,,,,-1.037931034,-0.974857299,0,0,0.21501136,7.521443443
0.26981,-9.8689,-1.2881,0.6704,-9.7923,-1.6424,0.6464,616.41,,,,,,,,,,,,,,,,,-0.825615764,-0.960903367,0,30.70632273,0.365478612,-0.000790849
0.289811,-9.6055,-1.1588,0.7422,-9.7875,-1.743,0.3304,616.41,,,,,,,,,,,,,,,,,-1.745320197,-0.936507558,0.614279986,-30.71246369,0.365478612,-0.819920189
0.309815,-9.7923,-1.2115,0.6656,-9.7492,-1.3264,0.8859,616.41,,,,,,,,,,,,,,,,,-2.877832512,-0.90096915,0,23.03423378,0.349065319,3.431865113
0.329816,-9.6869,-1.1875,0.5794,-9.7013,-1.4365,0.6991,616.41,,,,,,,,,,,,,,,,,-0.566009852,-0.851267849,0.460776812,-23.03768874,0.417690093,-4.606220342
0.349816,-9.7827,-1.2067,0.5794,-9.6678,-1.3264,0.5411,616.41,,,,,,,,,,,,,,,,,-1.226600985,-0.798982438,0,37.61681314,0.325534731,0.001317406
0.369819,-9.7492,-0.9481,0.6752,-9.7683,-1.1253,0.5124,616.41,,,,,,,,,,,,,,,,,-0.589655172,-0.740874724,0.752336263,-37.61117146,0.325534731,0.457646327
0.389819,-9.663,-0.8906,0.7087,-9.6055,-1.1923,0.8667,616.41,,,,,,,,,,,,,,,,,-0.872906404,-0.674789792,0,26.61067603,0.334685248,0.000587976
0.409821,-9.9024,-0.7901,0.6943,-9.8785,-1.0534,0.2825,616.41,,,,,,,,,,,,,,,,,-1.486206897,-0.609779343,0.532213521,-9.453537178,0.334685248,-5.321547231
0.429821,-9.9216,-0.7949,0.4214,-10.0413,-1.0487,0.316,616.41,,,,,,,,,,,,,,,,,-1.297044335,-0.536400142,0.34312387,-17.1561935,0.228242544,-3.430839795
0.449825,-9.6965,-0.723,0.5459,-9.7923,-0.7949,0.7853,616.41,,,,,,,,,,,,,,,,,-1.250246305,-0.459589398,0,0,0.15961777,0.000398905
0.469828,-9.8833,-0.5315,0.8236,-9.754,-0.6991,0.5986,616.41,,,,,,,,,,,,,,,,,-0.354187192,-0.38077961,0,39.89845774,0.15961777,6.870050878
0.489832,-10.0796,-1.0008,1.2689,-10.1658,-1.2354,1.1875,616.41,,,,,,,,,,,,,,,,,-0.825615764,-0.302165446,0.79808885,-39.89646322,0.297010809,1.36315882
0.509832,-9.7779,-0.4166,0.1532,-9.8545,-1.0151,-0.3017,616.41,,,,,,,,,,,,,,,,,-1.155665025,-0.219296521,0,0,0.32425196,-0.00049456
0.529836,-9.6391,-0.4645,0.7374,-9.7444,-0.6752,1.5227,616.41,,,,,,,,,,,,,,,,,-2.948275862,-0.129469886,0,0,0.32425196,7.201721848
0.549839,-9.6534,-0.0622,0.4836,-9.9072,0.2346,0.7757,616.41,,,,,,,,,,,,,,,,,-1.037931034,-0.024354067,0,0,0.468296288,5.317010689
0.569839,-9.9168,-0.1915,0.7805,-9.821,0.0814,0.5363,616.41,,,,,,,,,,,,,,,,,1.462068966,0.096253187,0,34.34825986,0.574646393,-0.000228698
0.589843,-10.2185,0.1149,0.5076,-10.0413,-0.1484,0.1245,616.41,,,,,,,,,,,,,,,,,1.344334975,0.217033583,0.686965197,12.36399745,0.574646393,-6.869880671
0.609843,-9.6726,-0.3065,0.5698,-9.6917,-0.2251,0.6416,616.41,,,,,,,,,,,,,,,,,-1.297044335,0.333264437,0.934294602,-46.71473012,0.437253354,-5.280357789
0.629843,-9.8928,-0.1006,0.4405,-9.7875,-0.1006,0.4645,616.41,,,,,,,,,,,,,,,,,0.400985222,0.450510505,0,36.01108204,0.331640881,4.857843356
0.649843,-9.7683,0.2155,0.3208,-9.7109,0.2107,0.3831,616.41,,,,,,,,,,,,,,,,,0,0.549077972,0.720221641,-9.423555795,0.42879243,-7.201222018
0.669844,-9.9216,0.5219,0.656,-9.979,0.7997,0.7183,616.41,,,,,,,,,,,,,,,,,-0.02364532,0.642418362,0.531750525,-26.58619693,0.284748102,4.274740609
0.689848,-9.845,0.5938,0.5411,-9.9311,0.7757,0.6752,616.41,,,,,,,,,,,,,,,,,1.368472906,0.724074848,0,0,0.3702518,0.001207994
0.709848,-9.9072,0.2203,0.5794,-9.8737,0.3496,0.565,616.41,,,,,,,,,,,,,,,,,0.896059113,0.797549006,0,20.31161186,0.3702518,0.001207994
0.729848,-10.0221,0.4405,0.9242,-9.9742,0.6704,0.9098,616.41,,,,,,,,,,,,,,,,,0.636945813,0.879723606,0.406232237,3.976275612,0.3702518,-4.061114378
0.749851,-9.8545,0.8236,0.3974,-9.8545,1.0534,0.7422,616.41,,,,,,,,,,,,,,,,,1.132512315,0.960550356,0.485757749,-24.28424483,0.289005353,-4.8563695
0.769854,-9.9168,0.5842,0.407,-9.73,1.0534,0.4788,616.41,,,,,,,,,,,,,,,,,1.132019704,1.047132179,0,47.95625734,0.191853803,0.000479467
0.789858,-9.7588,0.6991,0.2825,-9.9742,0.7805,0.4501,616.41,,,,,,,,,,,,,,,,,2.311330049,1.138136817,0.959269016,-47.95386001,0.191853803,-5.529058887
0.80986,-9.8497,0.5555,0.3448,-9.8641,0.8859,0.5171,616.41,,,,,,,,,,,,,,,,,0.400985222,1.227980825,0,0,0.081246447,3.759434763
0.829864,-9.9311,0.5076,0.4357,-9.9359,0.7087,0.4597,616.41,,,,,,,,,,,,,,,,,1.627586207,1.301283212,0,0,0.156447328,-4.5335E-05
