Timestamp,A_x,A_y,A_z,B_x,B_y,B_z,Altitude
0.000000,-9.6199,2.1021,0.6273,-9.6774,1.9393,0.5602,660.96
0.069768,-9.6295,2.0782,0.5890,-9.6822,1.9441,0.4788,660.96
0.089769,-9.6486,2.1069,0.5746,-9.7636,1.9297,0.4597,660.96
0.109769,-9.6438,2.0877,0.5890,-9.7252,1.8914,0.4741,660.96
0.129769,-9.7205,1.9920,0.5315,-9.7013,1.7095,0.3543,660.96
0.149769,-9.6822,1.9680,0.4693,-9.6965,1.7142,0.3831,660.96
0.169773,-9.7492,1.9393,0.5650,-9.7779,1.7430,0.2969,660.96
0.189775,-9.6774,1.8818,0.4932,-9.7923,1.6281,0.3639,660.96
0.209777,-9.6917,1.8962,0.4884,-9.7396,1.6759,0.4549,660.96
0.229781,-9.7252,1.9249,0.5746,-9.8210,1.6281,0.5507,660.96
0.249782,-9.7061,2.0016,0.6512,-9.8450,1.7286,0.6033,660.96
0.269783,-9.6247,1.9345,0.7614,-9.6726,1.6568,0.7805,660.96
0.289785,-9.6103,2.0111,0.7661,-9.6917,1.8100,0.7949,660.96
0.309789,-9.6726,2.1117,0.7230,-9.6726,1.9680,0.7039,660.96
0.329793,-9.6199,2.1452,0.7949,-9.6917,2.0063,0.6847,660.96
0.349795,-9.5768,2.0686,0.7901,-9.6007,1.9058,0.6512,660.96
0.369796,-9.5672,2.0734,0.7709,-9.6151,1.8483,0.8428,660.96
0.389796,-9.6869,2.1356,0.6416,-9.6678,1.9824,0.6129,660.96
0.409797,-9.6247,2.1261,0.6704,-9.7300,1.9489,0.5507,660.96
0.429801,-9.7013,2.0159,0.6416,-9.7061,1.7861,0.4214,660.96
0.449804,-9.5960,1.9106,0.5938,-9.6582,1.6855,0.5746,660.96
0.469806,-9.6438,2.0830,0.5171,-9.8067,1.7573,0.5076,660.96
0.489807,-9.6247,2.0925,0.5124,-9.7348,1.9680,0.5507,660.96
0.509812,-9.7157,2.1261,0.6225,-9.7109,2.0351,0.3496,660.96
0.529816,-9.6343,2.2697,0.5794,-9.8210,1.9776,0.6321,660.96
0.549817,-9.6391,2.1261,0.6656,-9.7205,1.9585,0.8380,660.96
0.569819,-9.6199,2.0542,0.6608,-9.6965,1.8866,0.5555,660.96
0.589822,-9.6678,2.0399,0.5794,-9.6582,1.8052,0.3496,660.96
0.609823,-9.7731,2.0782,0.4693,-9.8210,1.8962,0.5890,660.96
